128	31.0	18.0	29.0	25.0	0.519	1.09	0.888483	0.655013	3.19	4.57	[[18, 31], [25, 29]]	[[], []]	[[18, 31], [25, 29]]
129	31.0	27.0	31.0	29.0	0.616	0.619	0.492455	0.31344	5.31	5.14	[[27, 31], [29, 31]]	[[9], [9]]	[[31], [31]]
130	34.0	24.0	30.0	26.0	1.337	0.845	0.157533	0.484618	5.32	5.73	[[24, 34], [26, 30]]	[[8], [8]]	[[24, 34], [26, 30]]
131	28.0	24.0	27.0	38.0	0.32	1.392	1.10138	1.34695	14.52	8.71	[[28, 24], [27, 38]]	[[8], [12]]	[[28, 24], [27, 38]]
132	34.0	22.0	33.0	38.0	0.624	0.679	0.511399	1.58769	5.64	11.66	[[34, 22], [33, 38]]	[[7], [12]]	[[34, 22], [33, 38]]
133	33.0	25.0	31.0	41.0	3.041	2.285	0.247816	0.371109	9.18	12.64	[[33, 25], [31, 41]]	[[8], [13]]	[[33, 25], [31, 41]]
134	34.0	21.0	31.0	25.0	1.321	0.3	0.228642	0.787643	5.98	9.27	[[21, 34], [25, 31]]	[[7], [8]]	[[21, 34], [25, 31]]
135	32.0	29.0	31.0	22.0	2.172	0.666	0.119868	3.71211	4.79	5.17	[[29], [22]]	[[9], [7]]	[[29], [22]]
136	35.0	26.0	33.0	37.0	0.9993	0.495	2.45809	0.661042	11.62	6.64	[[35, 26], [33, 37]]	[[11], [11]]	[[35, 26], [33, 37]]
137	31.0	23.0	30.0	34.0	1.493	2.555	0.798667	0.54976	4.69	6.59	[[31, 23], [30, 34]]	[[10], [10]]	[[31, 23], [30, 34]]
138	30.0	24.0	30.0	28.0	1.914	0.906	0.47194	3.44826	4.21	9.74	[[24, 30], [28, 30]]	[[8], [9]]	[[24, 30], [28, 30]]
139	32.0	33.0	30.0	42.0	1.297	1.852	0.51256	0.426068	9.9	7.02	[[32, 33], [30, 42]]	[[11], [14]]	[[33], [42]]
140	32.0	22.0	30.0	33.0	0.705	2.8108	0.55191	1.414	5.99	4.7	[[32, 22], [30, 33]]	[[7], [11]]	[[22], [33]]
141	34.0	32.0	33.0	44.0	0.2287	0.98	4.71769	4.61995	14.13	8.54	[[32], [44]]	[[10], [14]]	[[34, 32], [33, 44]]
142	34.0	31.0	31.0	45.0	1.449	1.686	0.912539	0.188049	9.31	6.42	[[34, 31], [31, 45]]	[[11], [10]]	[[34, 31], [31, 45]]
143	31.0	24.0	30.0	31.0	1.459	0.5347	0.21565	7.44825	5.49	10.01	[[24], [31]]	[[8], [10]]	[[24], [31]]
144	32.0	30.0	30.0	37.0	0.963	2.526	1.60751	0.426072	6.63	11.35	[[32, 30], [30, 37]]	[[10], [10]]	[[32, 30], [30, 37]]
145	29.0	26.0	31.0	34.0	0.603	0.681	3.22358	0.713157	13.01	11.33	[[29], [31]]	[[9], [10]]	[[29], [31]]
146	33.0	35.0	32.0	40.0	1.313	0.871	0.268947	1.03599	5.09	6.77	[[33, 35], [32, 40]]	[[11], [13]]	[[35], [40]]
147	30.0	35.0	31.0	36.0	1.8828	0.988	1.02536	0.587506	9.12	11.11	[[30, 35], [31, 36]]	[[10], [10]]	[[30, 35], [31, 36]]
148	29.0	43.0	27.0	32.0	0.8484	0.316	2.62464	0.582328	10.45	5.45	[[29, 43], [27, 32]]	[[9], [9]]	[[29, 43], [27, 32]]
149	34.0	31.0	31.0	46.0	2.843	1.552	0.233389	1.55174	4.59	6.51	[[34, 31], [31, 46]]	[[10], [15]]	[[34, 31], [31, 46]]
150	32.0	29.0	33.0	38.0	0.341	0.363	0.862187	0.730295	6.02	12.54	[[32, 29], [33, 38]]	[[9], [12]]	[[32, 29], [33, 38]]
151	32.0	29.0	30.0	26.0	1.564	1.016	0.593388	0.629718	5.49	6.63	[[29, 32], [26, 30]]	[[9], [8]]	[[32], [30]]
152	31.0	21.0	31.0	24.0	0.6787	0.569	2.75859	0.437693	8.04	11.04	[[31], [31]]	[[10], [10]]	[[31], [31]]
153	32.0	31.0	32.0	39.0	1.132	1.954	0.315586	0.584522	9.93	12.28	[[32, 31], [32, 39]]	[[10], [13]]	[[32, 31], [32, 39]]
154	36.0	20.0	30.0	31.0	1.478	2.3923	0.238125	0.380711	12.03	7.05	[[36, 20], [30, 31]]	[[6], [10]]	[[36, 20], [30, 31]]
155	27.0	36.0	32.0	44.0	2.01	1.476	0.26521	1.26845	9.8	14.01	[[27, 36], [32, 44]]	[[9], [10]]	[[36], [44]]
156	33.0	32.0	32.0	27.0	2.078	0.365	0.249217	28.7836	8.14	6.96	[[32], [27]]	[[10], [9]]	[[32], [27]]
157	33.0	29.0	32.0	20.0	2.885	0.5605	0.12096	1.63498	6.03	9.52	[[29, 33], [20, 32]]	[[9], [6]]	[[29], [20]]
158	31.0	27.0	30.0	34.0	0.7127	1.265	1.41119	0.454392	10.35	12.07	[[31], [30]]	[[10], [10]]	[[31], [30]]
